team A,team B,Toss_Winner,Top Batsmen Points(Team A),Top Batsmen Points(Team B),Top Baller Points(Team A),Top Baller Points(Team B),Match Won after winning Toss Team A,Match Won after winning Toss Team B,runs in pp team a,runs in pp team b,Run Rate(Team A),Run Rate(Team B),Most Value Player Points(Team A),Most Value Player Points(Team B),Win ratio (Team A),Win ratio (Team B),Team A Ground,Team B Ground,winner,id,result,toss_decision,dl_applied,win_by_runs,win_by_wickets,player_of_match,umpire1,umpire2,umpire3,venue
CSK,MI,MI,541,554,519,609,0.64516129,0.551724138,42,53,0.1,-0.1,724.5,698.5,0.6,0.4,home,away,MI,308,normal,field,0,0,8,RE Levi,JD Cloete,SJA Taufel,,"MA Chidambaram Stadium, Chepauk"
KKR,DC,DC,508,508,636,520,0.518518519,0.5,46,48,0.561,0.617,774.5,771,0,1,home,away,DC,309,normal,field,0,0,8,IK Pathan,S Asnani,HDPK Dharmasena,,Eden Gardens
PWI,MI,MI,458,554,405,609,0,0.551724138,30,27,-0.551,-0.1,429,698.5,0,1,away,home,PWI,310,normal,field,0,28,0,SPD Smith,AK Chaudhary,SJA Taufel,,Wankhede Stadium
RR,KXIP,KXIP,596,661,763,665,0.642857143,0.413793103,57,45,0.201,-0.216,631,664,1,0,home,away,RR,311,normal,field,0,31,0,AM Rahane,BF Bowden,SK Tarapore,,Sawai Mansingh Stadium
RCB,DC,DC,484,508,395,520,0.52,0.5,46,46,-0.022,0.617,771,771,0,1,home,away,RCB,312,normal,field,0,20,0,AB de Villiers,S Asnani,S Ravi,,M Chinnaswamy Stadium
CSK,DEC,DEC,541,525,519,538,0.64516129,0.5,44,45,0.1,-0.509,724.5,638.5,0.5,0.5,away,away,CSK,313,normal,field,0,74,0,RA Jadeja,JD Cloete,HDPK Dharmasena,,Dr. Y.S. Rajasekhara ReDCy ACA-VDECA Cricket Stadium
RR,KKR,KKR,596,508,763,636,0.642857143,0.518518519,37,27,0.201,0.561,631,774.5,0.42,0.57,home,away,RR,314,normal,field,0,22,0,BJ Hodge,BF Bowden,VA Kulkarni,,Sawai Mansingh Stadium
PWI,KXIP,PWI,458,661,405,665,0,0.413793103,38,19,-0.551,-0.216,429,664,0,1,away,away,PWI,315,normal,bat,0,22,0,MN Samuels,S Das,SJA Taufel,,Subrata Roy Sahara Stadium
DEC,MI,DEC,525,554,538,609,0.5,0.551724138,45,29,-0.509,-0.1,638.5,698.5,1,0,away,away,MI,316,normal,bat,0,0,5,RG Sharma,AK Chaudhary,JD Cloete,,Dr. Y.S. Rajasekhara ReDCy ACA-VDECA Cricket Stadium
KKR,RCB,RCB,508,484,636,395,0.518518519,0.52,60,20,0.561,-0.022,774.5,771,0.28,0.71,away,home,KKR,317,normal,field,0,42,0,L Balaji,S Ravi,RJ Tucker,,M Chinnaswamy Stadium
CSK,DC,DC,541,508,519,520,0.64516129,0.5,41,50,0.1,0.617,724.5,771,0.6,0.4,away,away,DC,318,normal,field,0,0,8,M Morkel,Asad Rauf,SK Tarapore,,Feroz Shah Kotla
MI,RR,RR,554,596,609,763,0.551724138,0.642857143,54,44,-0.1,0.201,698.5,631,0.5,0.5,home,away,MI,319,normal,field,0,27,0,KA Pollard,Aleem Dar,BNJ Oxenford,,Wankhede Stadium
RCB,CSK,RCB,484,541,395,519,0.52,0.64516129,56,52,-0.022,0.1,771,724.5,0.5,0.5,away,home,CSK,320,normal,bat,0,0,5,F du Plessis,HDPK Dharmasena,RJ Tucker,,"MA Chidambaram Stadium, Chepauk"
PWI,KXIP,KXIP,458,661,405,665,0,0.413793103,29,38,-0.551,-0.216,429,664,0,1,away,away,KXIP,321,normal,field,0,0,7,AD Mascarenhas,VA Kulkarni,SK Tarapore,,"Punjab Cricket Association Stadium, Mohali"
RR,KKR,RR,596,508,763,636,0.642857143,0.518518519,45,36,0.201,0.561,631,774.5,0.42,0.57,away,home,KKR,322,normal,bat,0,0,5,Shakib Al Hasan,Asad Rauf,S Asnani,,Eden Gardens
CSK,PWI,CSK,541,458,519,405,0.64516129,0,50,34,0.1,-0.551,724.5,429,0,1,home,away,PWI,324,normal,bat,0,0,7,JD Ryder,Aleem Dar,BNJ Oxenford,,Subrata Roy Sahara Stadium
KXIP,KKR,KKR,661,508,665,636,0.413793103,0.518518519,43,56,-0.216,0.561,664,774.5,0.25,0.75,away,home,KXIP,325,normal,field,0,2,0,SP Narine,Asad Rauf,S Asnani,,Eden Gardens
RR,RCB,RR,596,484,763,395,0.642857143,0.52,26,48,0.201,-0.022,631,771,0.25,0.75,away,home,RR,326,normal,bat,0,59,0,AM Rahane,JD Cloete,RJ Tucker,,M Chinnaswamy Stadium
MI,DC,DC,554,508,609,520,0.551724138,0.5,43,54,-0.1,0.617,698.5,771,1,0,home,away,DC,327,normal,field,0,0,7,S Nadeem,BF Bowden,SK Tarapore,,Wankhede Stadium
DEC,RR,DEC,525,596,538,763,0.5,0.642857143,23,41,-0.509,0.201,638.5,631,0,1,away,home,RR,328,normal,bat,0,0,5,BJ Hodge,Aleem Dar,BNJ Oxenford,,Sawai Mansingh Stadium
PWI,RCB,PWI,458,484,405,395,0,0.52,57,62,-0.551,-0.022,429,771,1,0,away,home,RCB,329,normal,bat,0,0,6,CH Gayle,S Asnani,S Das,,M Chinnaswamy Stadium
KXIP,KKR,KXIP,661,508,665,636,0.413793103,0.518518519,58,42,-0.216,0.561,664,774.5,0.25,0.75,away,away,KKR,330,normal,bat,0,0,8,G Gambhir,JD Cloete,RJ Tucker,,"Punjab Cricket Association Stadium, Mohali"
DEC,DC,DEC,525,508,538,520,0.5,0.5,45,53,-0.509,0.617,638.5,771,0.5,0.5,away,away,DC,323,normal,bat,0,0,5,KP Pietersen,BF Bowden,SK Tarapore,,Feroz Shah Kotla
CSK,PWI,PWI,541,458,519,405,0.64516129,0,33,64,0.1,-0.551,724.5,429,0,1,home,away,CSK,332,normal,field,0,13,0,KMDN Kulasekara,Asad Rauf,S Das,,"MA Chidambaram Stadium, Chepauk"
KXIP,RCB,RCB,661,484,665,395,0.413793103,0.52,42,53,-0.216,-0.022,664,771,0.6,0.4,away,away,RCB,333,normal,field,0,0,5,CH Gayle,S Ravi,RJ Tucker,,"Punjab Cricket Association Stadium, Mohali"
RR,CSK,RR,596,541,763,519,0.642857143,0.64516129,41,36,0.201,0.1,631,724.5,0.5,0.5,away,home,CSK,334,normal,bat,0,0,7,F du Plessis,Aleem Dar,BNJ Oxenford,,"MA Chidambaram Stadium, Chepauk"
PWI,DC,DC,458,508,405,520,0,0.5,41,45,-0.551,0.617,429,771,0,1,away,away,PWI,335,normal,field,0,20,0,SC Ganguly,Asad Rauf,S Das,,Feroz Shah Kotla
MI,KXIP,MI,554,661,609,665,0.551724138,0.413793103,52,49,-0.1,-0.216,698.5,664,0.4,0.6,home,away,KXIP,336,normal,bat,0,0,6,SE Marsh,S Ravi,RJ Tucker,,Wankhede Stadium
DEC,KKR,KKR,525,508,538,636,0.5,0.518518519,39,48,-0.509,0.561,638.5,774.5,0,1,away,home,KKR,337,normal,field,0,0,5,B Lee,BF Bowden,SK Tarapore,,Barabati Stadium
RCB,RR,RR,484,596,395,763,0.52,0.642857143,39,42,-0.022,0.201,771,631,0.75,0.25,away,home,RCB,338,normal,field,0,46,0,AB de Villiers,Asad Rauf,S Asnani,,Sawai Mansingh Stadium
PWI,DC,PWI,458,508,405,520,0,0.5,37,48,-0.551,0.617,429,771,0,1,away,away,DC,339,normal,bat,0,0,8,V Sehwag,S Ravi,RJ Tucker,,Subrata Roy Sahara Stadium
KXIP,MI,KXIP,661,554,665,609,0.413793103,0.551724138,28,61,-0.216,-0.1,664,698.5,0.6,0.4,away,away,MI,340,normal,bat,0,0,4,AT Rayudu,Aleem Dar,BNJ Oxenford,,"Punjab Cricket Association Stadium, Mohali"
DEC,PWI,DEC,525,458,538,405,0.5,0,44,40,-0.509,-0.551,638.5,429,1,0,away,away,DEC,341,normal,bat,0,18,0,CL White,S Ravi,RJ Tucker,,Subrata Roy Sahara Stadium
DC,MI,MI,508,554,520,609,0.5,0.551724138,50,44,0.617,-0.1,771,698.5,0,1,away,away,DC,342,normal,field,0,37,0,V Sehwag,Aleem Dar,BNJ Oxenford,,Feroz Shah Kotla
KXIP,CSK,KXIP,661,541,665,519,0.413793103,0.64516129,54,49,-0.216,0.1,664,724.5,0.2,0.8,away,home,KXIP,343,normal,bat,0,7,0,Mandeep Singh,BF Bowden,SK Tarapore,,"MA Chidambaram Stadium, Chepauk"
KKR,RCB,KKR,508,484,636,395,0.518518519,0.52,43,48,0.561,-0.022,774.5,771,0.28,0.71,home,away,KKR,344,normal,bat,0,47,0,G Gambhir,Asad Rauf,BR Doctrove,,Eden Gardens
DC,RR,DC,508,596,520,763,0.5,0.642857143,46,35,0.617,0.201,771,631,0.7,0.3,away,away,DC,345,normal,bat,0,1,0,V Sehwag,S Ravi,RJ Tucker,,Feroz Shah Kotla
DEC,MI,MI,525,554,538,609,0.5,0.551724138,42,40,-0.509,-0.1,638.5,698.5,1,0,away,home,MI,346,normal,field,0,0,5,DW Steyn,AK Chaudhary,BNJ Oxenford,,Wankhede Stadium
CSK,KKR,CSK,541,508,519,636,0.64516129,0.518518519,38,31,0.1,0.561,724.5,774.5,0.5,0.5,home,away,KKR,347,normal,bat,0,0,5,G Gambhir,BF Bowden,C ShamshuDCin,,"MA Chidambaram Stadium, Chepauk"
DEC,PWI,DEC,525,458,538,405,0.5,0,43,37,-0.509,-0.551,638.5,429,1,0,away,away,DEC,348,normal,bat,0,13,0,KC Sangakkara,Aleem Dar,AK Chaudhary,,Barabati Stadium
RR,DC,RR,596,508,763,520,0.642857143,0.5,33,48,0.201,0.617,631,771,0.3,0.7,home,away,DC,349,normal,bat,0,0,6,P Negi,JD Cloete,SJA Taufel,,Sawai Mansingh Stadium
RCB,KXIP,KXIP,484,661,395,665,0.52,0.413793103,56,61,-0.022,-0.216,771,664,0.4,0.6,home,away,KXIP,350,normal,field,0,0,4,Azhar Mahmood,BF Bowden,C ShamshuDCin,,M Chinnaswamy Stadium
MI,PWI,MI,554,458,609,405,0.551724138,0,33,53,-0.1,-0.551,698.5,429,1,0,away,away,MI,351,normal,bat,0,1,0,SL Malinga,Asad Rauf,S Asnani,,Subrata Roy Sahara Stadium
CSK,DEC,CSK,541,525,519,538,0.64516129,0.5,42,37,0.1,-0.509,724.5,638.5,0.5,0.5,home,away,CSK,352,normal,bat,0,10,0,SK Raina,HDPK Dharmasena,BNJ Oxenford,,"MA Chidambaram Stadium, Chepauk"
KKR,PWI,KKR,508,458,636,405,0.518518519,0,56,47,0.561,-0.551,774.5,429,1,0,home,away,KKR,353,normal,bat,0,7,0,SP Narine,BF Bowden,SK Tarapore,,Eden Gardens
RR,KXIP,RR,596,661,763,665,0.642857143,0.413793103,68,45,0.201,-0.216,631,664,1,0,away,away,RR,354,normal,bat,0,43,0,SR Watson,JD Cloete,SJA Taufel,,"Punjab Cricket Association Stadium, Mohali"
CSK,MI,MI,541,554,519,609,0.64516129,0.551724138,64,33,0.1,-0.1,724.5,698.5,0.6,0.4,away,home,MI,355,normal,field,0,0,2,DR Smith,Asad Rauf,S Asnani,,Wankhede Stadium
DEC,RCB,RCB,525,484,538,395,0.5,0.52,52,46,-0.509,-0.022,638.5,771,0.6,0.4,away,home,RCB,356,normal,field,0,0,5,AB de Villiers,HDPK Dharmasena,BNJ Oxenford,,M Chinnaswamy Stadium
DC,KKR,DC,508,508,520,636,0.5,0.518518519,46,46,0.617,0.561,771,774.5,1,0,away,away,KKR,357,normal,bat,0,0,6,JH Kallis,JD Cloete,S Ravi,,Feroz Shah Kotla
PWI,RR,PWI,458,596,405,763,0,0.642857143,50,60,-0.551,0.201,429,631,1,0,away,away,RR,358,normal,bat,0,0,7,SR Watson,Asad Rauf,BR Doctrove,,Subrata Roy Sahara Stadium
KXIP,DEC,DEC,661,525,665,538,0.413793103,0.5,35,49,-0.216,-0.509,664,638.5,0.5,0.5,away,away,KXIP,359,normal,field,0,25,0,Mandeep Singh,HDPK Dharmasena,BNJ Oxenford,,"Rajiv Gandhi International Stadium, Uppal"
MI,RCB,RCB,554,484,609,395,0.551724138,0.52,51,40,-0.1,-0.022,698.5,771,0.5,0.5,home,away,RCB,360,normal,field,0,0,9,CH Gayle,BF Bowden,VA Kulkarni,,Wankhede Stadium
DEC,DC,DEC,525,508,538,520,0.5,0.5,25,35,-0.509,0.617,638.5,771,0.5,0.5,away,away,DC,331,normal,bat,0,0,9,DA Warner,JD Cloete,SJA Taufel,,"Rajiv Gandhi International Stadium, Uppal"
RR,CSK,CSK,596,541,763,519,0.642857143,0.64516129,28,36,0.201,0.1,631,724.5,0.5,0.5,home,away,CSK,361,normal,field,0,0,4,BW Hilfenhaus,BNJ Oxenford,C ShamshuDCin,,Sawai Mansingh Stadium
RCB,PWI,PWI,484,458,395,405,0.52,0,66,50,-0.022,-0.551,771,429,0,1,away,away,RCB,362,normal,field,0,35,0,CH Gayle,BF Bowden,SK Tarapore,,Subrata Roy Sahara Stadium
MI,KKR,MI,554,508,609,636,0.551724138,0.518518519,49,32,-0.1,0.561,698.5,774.5,0.6,0.4,away,home,MI,363,normal,bat,0,27,0,RG Sharma,S Ravi,SJA Taufel,,Eden Gardens
DC,CSK,CSK,508,541,520,519,0.5,0.64516129,27,45,0.617,0.1,771,724.5,0.4,0.6,away,home,CSK,364,normal,field,0,0,9,BW Hilfenhaus,S Das,BR Doctrove,,"MA Chidambaram Stadium, Chepauk"
RR,PWI,RR,596,458,763,405,0.642857143,0,45,33,0.201,-0.551,631,429,0,1,home,away,RR,365,normal,bat,0,45,0,A Chandila,BF Bowden,SK Tarapore,,Sawai Mansingh Stadium
DEC,KXIP,DEC,525,661,538,665,0.5,0.413793103,47,44,-0.509,-0.216,638.5,664,0.5,0.5,away,away,KXIP,366,normal,bat,0,0,4,DJ Hussey,HDPK Dharmasena,BNJ Oxenford,,"Punjab Cricket Association Stadium, Mohali"
RCB,MI,MI,484,554,395,609,0.52,0.551724138,40,32,-0.022,-0.1,771,698.5,0.5,0.5,home,away,MI,367,normal,field,0,0,5,AT Rayudu,S Das,BR Doctrove,,M Chinnaswamy Stadium
KKR,CSK,CSK,508,541,636,519,0.518518519,0.64516129,50,51,0.561,0.1,774.5,724.5,0.5,0.5,home,away,CSK,368,normal,field,0,0,5,MEK Hussey,JD Cloete,SJA Taufel,,Eden Gardens
KXIP,DC,KXIP,661,508,665,520,0.413793103,0.5,47,37,-0.216,0.617,664,771,0.3,0.7,away,away,DC,369,normal,bat,0,0,5,UT Yadav,HDPK Dharmasena,BNJ Oxenford,,Feroz Shah Kotla
KKR,MI,MI,508,554,636,609,0.518518519,0.551724138,32,26,0.561,-0.1,774.5,698.5,0.4,0.6,away,home,KKR,370,normal,field,0,32,0,SP Narine,S Das,BR Doctrove,,Wankhede Stadium
CSK,KXIP,KXIP,541,661,519,665,0.64516129,0.413793103,25,43,0.1,-0.216,724.5,664,0.8,0.2,away,away,KXIP,371,normal,field,0,0,6,AC Gilchrist,VA Kulkarni,SK Tarapore,,Himachal Pradesh Cricket Association Stadium
RCB,DC,DC,484,508,395,520,0.52,0.5,42,51,-0.022,0.617,771,771,0,1,away,away,RCB,372,normal,field,0,21,0,CH Gayle,HDPK Dharmasena,C ShamshuDCin,,Feroz Shah Kotla
RR,DEC,RR,596,525,763,538,0.642857143,0.5,41,58,0.201,-0.509,631,638.5,1,0,away,away,DEC,373,normal,bat,0,0,5,DW Steyn,S Ravi,SJA Taufel,,"Rajiv Gandhi International Stadium, Uppal"
KXIP,DC,DC,661,508,665,520,0.413793103,0.5,20,44,-0.216,0.617,664,771,0.3,0.7,away,away,DC,374,normal,field,0,0,6,UT Yadav,BF Bowden,VA Kulkarni,,Himachal Pradesh Cricket Association Stadium
KKR,PWI,KKR,508,458,636,405,0.518518519,0,27,40,0.561,-0.551,774.5,429,1,0,away,away,KKR,375,normal,bat,0,34,0,Shakib Al Hasan,S Asnani,BR Doctrove,,Subrata Roy Sahara Stadium
DEC,RCB,RCB,525,484,538,395,0.5,0.52,23,40,-0.509,-0.022,638.5,771,0.6,0.4,away,away,DEC,376,normal,field,0,9,0,DW Steyn,S Ravi,SJA Taufel,,"Rajiv Gandhi International Stadium, Uppal"
RR,MI,RR,596,554,763,609,0.642857143,0.551724138,31,44,0.201,-0.1,631,698.5,0.5,0.5,home,away,MI,377,normal,bat,0,0,10,DR Smith,HDPK Dharmasena,C ShamshuDCin,,Sawai Mansingh Stadium
KKR,DC,KKR,508,508,636,520,0.518518519,0.5,48,49,0.561,0.617,774.5,771,0,1,away,away,KKR,378,normal,bat,0,18,0,YK Pathan,BR Doctrove,SJA Taufel,,Subrata Roy Sahara Stadium
CSK,MI,MI,541,554,519,609,0.64516129,0.551724138,30,54,0.1,-0.1,724.5,698.5,0.6,0.4,away,away,CSK,379,normal,field,0,38,0,MS Dhoni,BF Bowden,HDPK Dharmasena,,M Chinnaswamy Stadium
CSK,DC,DC,541,508,519,520,0.64516129,0.5,52,46,0.1,0.617,724.5,771,0.6,0.4,home,away,CSK,380,normal,field,0,86,0,M Vijay,BR Doctrove,SJA Taufel,,"MA Chidambaram Stadium, Chepauk"
CSK,KKR,CSK,541,508,519,636,0.64516129,0.518518519,54,56,0.1,0.561,724.5,774.5,0.5,0.5,home,away,KKR,381,normal,bat,0,0,5,MS Bisla,BF Bowden,SJA Taufel,,"MA Chidambaram Stadium, Chepauk"
DC,KKR,KKR,536,536,299,622,0.5,0.558823529,45,46,-0.848,-0.095,853.5,720,0.44,0.56,away,home,KKR,382,normal,field,0,0,6,SP Narine,S Ravi,SJA Taufel,,Eden Gardens
RCB,MI,MI,674,546,678,747,0.516129032,0.55,31,38,0.457,0.441,853.5,912.5,0.45,0.55,home,away,RCB,383,normal,field,0,2,0,CH Gayle,VA Kulkarni,C ShamshuDCin,,M Chinnaswamy Stadium
SRH,PWI,PWI,598,514,667,569,0,0.090909091,38,27,0.003,-1.006,850.5,604,0,0,home,away,SRH,384,normal,field,0,22,0,A Mishra,S Ravi,SJA Taufel,,"Rajiv Gandhi International Stadium, Uppal"
RR,DC,RR,522,536,480,299,0.552631579,0.5,45,39,0.322,-0.848,873.5,853.5,0.6,0.4,away,away,RR,385,normal,bat,0,5,0,R Dravid,S Das,C ShamshuDCin,,Feroz Shah Kotla
MI,CSK,MI,546,526,747,514,0.55,0.631578947,41,36,0.441,0.53,912.5,843,0.55,0.45,away,home,MI,386,normal,bat,0,9,0,KA Pollard,M Erasmus,VA Kulkarni,,"MA Chidambaram Stadium, Chepauk"
PWI,KXIP,PWI,514,560,569,474,0.090909091,0.432432432,24,56,-1.006,0.226,604,632,0.75,0.25,away,away,KXIP,387,normal,bat,0,0,8,M Vohra,S Asnani,SJA Taufel,,Subrata Roy Sahara Stadium
RCB,SRH,RCB,674,598,678,667,0.516129032,0,40,37,0.457,0.003,853.5,850.5,0.5,0.5,away,home,SRH,388,tie,bat,0,0,0,GH Vihari,AK Chaudhary,S Ravi,,"Rajiv Gandhi International Stadium, Uppal"
RR,KKR,KKR,522,536,480,622,0.552631579,0.558823529,35,40,0.322,-0.095,873.5,720,0.5,0.5,home,away,RR,389,normal,field,0,19,0,SK Trivedi,Aleem Dar,S Das,,Sawai Mansingh Stadium
MI,DC,MI,546,536,747,299,0.55,0.5,38,46,0.441,-0.848,912.5,853.5,0.5,0.5,home,away,MI,390,normal,bat,0,44,0,KD Karthik,M Erasmus,VA Kulkarni,,Wankhede Stadium
SRH,RCB,SRH,598,674,667,678,0,0.516129032,43,38,0.003,0.457,850.5,853.5,0.5,0.5,away,home,RCB,432,normal,bat,0,0,7,V Kohli,S Ravi,SJA Taufel,,M Chinnaswamy Stadium
KXIP,CSK,CSK,560,526,474,514,0.432432432,0.631578947,44,43,0.226,0.53,632,843,0.4,0.6,away,away,CSK,391,normal,field,0,0,10,MEK Hussey,Aleem Dar,C ShamshuDCin,,"Punjab Cricket Association Stadium, Mohali"
KKR,RCB,RCB,536,674,622,678,0.558823529,0.516129032,44,64,-0.095,0.457,720,853.5,0.5,0.5,away,home,RCB,392,normal,field,0,0,8,CH Gayle,Asad Rauf,AK Chaudhary,,M Chinnaswamy Stadium
RR,PWI,RR,522,514,480,569,0.552631579,0.090909091,29,38,0.322,-1.006,873.5,604,1,0,away,away,PWI,393,normal,bat,0,0,7,AJ Finch,M Erasmus,K Srinath,,Subrata Roy Sahara Stadium
DC,SRH,DC,536,598,299,667,0.5,0,48,40,-0.848,0.003,853.5,850.5,0,0,away,away,SRH,394,normal,bat,0,0,3,A Mishra,Aleem Dar,Subroto Das,,Feroz Shah Kotla
MI,PWI,MI,546,514,747,569,0.55,0.090909091,33,31,0.441,-1.006,912.5,604,0.75,0.25,home,away,MI,395,normal,bat,0,41,0,RG Sharma,S Ravi,SJA Taufel,,Wankhede Stadium
RCB,CSK,CSK,674,526,678,514,0.516129032,0.631578947,48,39,0.457,0.53,853.5,843,0.42,0.58,away,home,CSK,396,normal,field,0,0,4,RA Jadeja,Asad Rauf,AK Chaudhary,,"MA Chidambaram Stadium, Chepauk"
KKR,SRH,KKR,536,598,622,667,0.558823529,0,34,48,-0.095,0.003,720,850.5,0,0,home,away,KKR,397,normal,bat,0,48,0,G Gambhir,M Erasmus,VA Kulkarni,,Eden Gardens
KXIP,RR,RR,560,522,474,480,0.432432432,0.552631579,48,38,0.226,0.322,632,873.5,0.3,0.7,away,home,RR,398,normal,field,0,0,6,JP Faulkner,Aleem Dar,C ShamshuDCin,,Sawai Mansingh Stadium
PWI,CSK,PWI,514,526,569,514,0.090909091,0.631578947,35,45,-1.006,0.53,604,843,0.25,0.75,away,home,PWI,399,normal,bat,0,24,0,SPD Smith,Asad Rauf,AK Chaudhary,,"MA Chidambaram Stadium, Chepauk"
KXIP,KKR,KKR,560,536,474,622,0.432432432,0.558823529,43,48,0.226,-0.095,632,720,0.45,0.55,away,away,KXIP,400,normal,field,0,4,0,MS Gony,CK Nandan,SJA Taufel,,"Punjab Cricket Association Stadium, Mohali"
DC,RCB,RCB,536,674,299,678,0.5,0.516129032,25,41,-0.848,0.457,853.5,853.5,0.55,0.45,away,home,RCB,401,tie,field,0,0,0,V Kohli,M Erasmus,VA Kulkarni,,M Chinnaswamy Stadium
SRH,PWI,PWI,598,514,667,569,0,0.090909091,58,26,0.003,-1.006,850.5,604,0,0,away,away,SRH,402,normal,field,0,11,0,A Mishra,Asad Rauf,AK Chaudhary,,Subrata Roy Sahara Stadium
RR,MI,RR,522,546,480,747,0.552631579,0.55,39,32,0.322,0.441,873.5,912.5,0.44,0.56,home,away,RR,403,normal,bat,0,87,0,AM Rahane,Aleem Dar,C ShamshuDCin,,Sawai Mansingh Stadium
CSK,DC,CSK,526,536,514,299,0.631578947,0.5,36,33,0.53,-0.848,843,853.5,0.6,0.4,away,away,CSK,404,normal,bat,0,86,0,MEK Hussey,M Erasmus,VA Kulkarni,,Feroz Shah Kotla
KXIP,SRH,KXIP,560,598,474,667,0.432432432,0,47,27,0.226,0.003,632,850.5,0,0,away,home,SRH,405,normal,bat,0,0,5,GH Vihari,HDPK Dharmasena,CK Nandan,,"Rajiv Gandhi International Stadium, Uppal"
KKR,CSK,KKR,536,526,622,514,0.558823529,0.631578947,31,48,-0.095,0.53,720,843,0.4,0.6,home,away,CSK,406,normal,bat,0,0,4,RA Jadeja,Asad Rauf,AK Chaudhary,,Eden Gardens
RR,RCB,RCB,522,674,480,678,0.552631579,0.516129032,24,60,0.322,0.457,873.5,853.5,0.45,0.55,away,home,RCB,407,normal,field,0,0,7,R Vinay Kumar,Aleem Dar,C ShamshuDCin,,M Chinnaswamy Stadium
MI,DC,MI,546,536,747,299,0.55,0.5,48,55,0.441,-0.848,912.5,853.5,0.5,0.5,away,away,DC,408,normal,bat,0,0,9,V Sehwag,HDPK Dharmasena,S Ravi,,Feroz Shah Kotla
PWI,KXIP,KXIP,514,560,569,474,0.090909091,0.432432432,55,58,-1.006,0.226,604,632,0.75,0.25,away,away,KXIP,409,normal,field,0,0,7,DA Miller,M Erasmus,K Srinath,,"Punjab Cricket Association Stadium, Mohali"
RR,CSK,RR,522,526,480,514,0.552631579,0.631578947,62,43,0.322,0.53,873.5,843,0.36,0.64,away,home,CSK,410,normal,bat,0,0,5,MEK Hussey,S Asnani,AK Chaudhary,,"MA Chidambaram Stadium, Chepauk"
RCB,PWI,PWI,674,514,678,569,0.516129032,0.090909091,53,21,0.457,-1.006,853.5,604,1,0,home,away,RCB,411,normal,field,0,130,0,CH Gayle,Aleem Dar,C ShamshuDCin,,M Chinnaswamy Stadium
DC,KXIP,KXIP,536,560,299,474,0.5,0.432432432,61,42,-0.848,0.226,853.5,632,0.5,0.5,away,away,KXIP,443,normal,field,0,0,5,Harmeet Singh,VA Kulkarni,K Srinath,,Feroz Shah Kotla
KKR,MI,KKR,536,546,622,747,0.558823529,0.55,40,58,-0.095,0.441,720,912.5,0.2,0.8,home,away,MI,413,normal,bat,0,0,5,DR Smith,HDPK Dharmasena,S Ravi,,Eden Gardens
SRH,CSK,SRH,598,526,667,514,0,0.631578947,45,45,0.003,0.53,850.5,843,0,0,away,home,CSK,414,normal,bat,0,0,5,MS Dhoni,Aleem Dar,S Das,,"MA Chidambaram Stadium, Chepauk"
KXIP,KKR,KXIP,560,536,474,622,0.432432432,0.558823529,29,30,0.226,-0.095,632,720,0.45,0.55,away,home,KKR,415,normal,bat,0,0,6,JH Kallis,CK Nandan,S Ravi,,Eden Gardens
SRH,RR,SRH,598,522,667,480,0,0.552631579,52,35,0.003,0.322,850.5,873.5,0,0,away,home,RR,416,normal,bat,0,0,8,JP Faulkner,VA Kulkarni,K Srinath,,Sawai Mansingh Stadium
MI,RCB,MI,546,674,747,678,0.55,0.516129032,67,63,0.441,0.457,912.5,853.5,0.55,0.45,home,away,MI,417,normal,bat,0,58,0,DR Smith,Asad Rauf,S Asnani,,Wankhede Stadium
CSK,KKR,KKR,526,536,514,622,0.631578947,0.558823529,37,43,0.53,-0.095,843,720,0.6,0.4,home,away,CSK,418,normal,field,0,14,0,MEK Hussey,Aleem Dar,SJA Taufel,,"MA Chidambaram Stadium, Chepauk"
DC,PWI,PWI,536,514,299,569,0.5,0.090909091,55,45,-0.848,-1.006,853.5,604,0.7,0.3,away,away,DC,419,normal,field,0,15,0,DA Warner,CK Nandan,S Ravi,,Shaheed Veer Narayan Singh International Stadium
RCB,RR,RR,674,522,678,480,0.516129032,0.552631579,36,55,0.457,0.322,853.5,873.5,0.55,0.45,away,home,RR,420,normal,field,0,0,4,SV Samson,M Erasmus,K Srinath,,Sawai Mansingh Stadium
MI,KXIP,MI,546,560,747,474,0.55,0.432432432,29,46,0.441,0.226,912.5,632,0.4,0.6,home,away,MI,421,normal,bat,0,4,0,RG Sharma,Asad Rauf,AK Chaudhary,,Wankhede Stadium
CSK,PWI,CSK,526,514,514,569,0.631578947,0.090909091,41,36,0.53,-1.006,843,604,0.75,0.25,home,away,CSK,422,normal,bat,0,37,0,MS Dhoni,S Das,SJA Taufel,,Subrata Roy Sahara Stadium
MI,SRH,MI,546,598,747,667,0.55,0,37,34,0.441,0.003,912.5,850.5,0,0,away,home,SRH,423,normal,bat,0,0,7,I Sharma,Asad Rauf,S Asnani,,"Rajiv Gandhi International Stadium, Uppal"
KKR,DC,KKR,536,536,622,299,0.558823529,0.5,36,36,-0.095,-0.848,720,853.5,0.56,0.44,away,away,DC,424,normal,bat,0,0,7,DA Warner,HDPK Dharmasena,CK Nandan,,Shaheed Veer Narayan Singh International Stadium
